"","DMA","GT.MVT","GT.Burglary","GT.Larceny","GT.Rape","UCR.Rape","UCR.Burglary","UCR.Larceny","UCR.MVT","DMA.INDEX","Percentage.of.Foreign.Born","Percentage.of.MoveIn","Percentage.of.Renter","Mobility.Index","Concentrated.Disadvantage.Index","Percentage.of.Unemployed","Percentage.of.Female.Headed.Family","Percentage.of.Poverty","Heterogeneity.Index","Percentage.of.Young.Males","Percentage.of.Dropped.Out","Percentage.of.Divorced","Population.logged","Less.than.High.School","Percentage.of.White","Percentage.of.Black","Percentage.of.Hispanic","Population","Drug.Mortality.Rate","Law.Enforce.per.Thousand","Internet.Usage.HH","Median.Vehicle.HH"
"49","Kansas City MO",71.3594300136057,53.7408160075035,53.8552273414659,64.0635557432432,57.392578997841,48.5999093469424,63.3791564959854,53.9805799091878,990,0.062418109132646,0.160332150067988,0.306551735959602,0.355726264348591,-2.46651977275203,0.0296384336268878,0.0777708460046667,0.0549528040064606,0.415690200717849,0.0620359263945258,0.0411423002250876,0.0950626818233362,14.717616966275,0.0582635961407658,0.75186096013473,0.108293629131413,0.0814043146483706,2464789.5,131.694456885083,4.34114150518736,0.824012917043814,2.24333333333333
"50","Knoxville TN",51.1647954467559,64.0477307071023,53.9631011190644,74.0910050675676,44.0668375874697,60.027727983494,66.4358482439606,35.3693851871833,1386,0.0350349675213876,0.137558589246814,0.285415909883168,-0.891115111976624,0.544513688086822,0.0339473986136154,0.0695206984901239,0.0857239551433086,0.207010770539298,0.0571572994128154,0.0355633439851562,0.107375344699229,14.125969873271,0.105953844118056,0.888609044453234,0.0427747779317716,0.0374978510708723,1364051.5,300.841068940253,4.08745564225398,0.805735456818205,2.17121212121212
"51","Las Vegas NV",93.1950603948776,78.8338283570424,82.7613670732937,60.7010135135135,77.0116547389936,69.3047623646447,51.5252306255835,68.528456395825,156,0.216698335456648,0.201564319160704,0.449608570020477,4.55827133052783,2.50058863339234,0.0465380631307348,0.0896767296806524,0.07093619541696,0.684535370291937,0.0604405802217259,0.0618363136829897,0.111037104429031,14.5771097637802,0.100018046424368,0.453209683809369,0.105982471388947,0.301007821595804,2141698.5,214.449106898515,3.84461211510397,0.829629951770749,2.17777777777778
"52","Lexington KY",45.7983236916174,79.2631962899276,57.7306180058474,71.9837415540541,50.3045968754108,49.3446507074616,52.4478194278251,26.4578103441763,2535,0.0371584480529963,0.170132706779173,0.321885129904332,1.00808462817748,2.55174017714268,0.0368206618331815,0.0840525867981873,0.101957321500767,0.233327157661869,0.0579676502922833,0.0402624324151048,0.10953739391647,14.0568825570275,0.114508350193186,0.872889867159677,0.0578344996777284,0.0348332219817132,1272994.5,290.19653904405,4.21918555029107,0.810358874064054,2.09316239316239
"53","Little Rock-Pine Bluff AR",54.6856662131425,62.2104111302173,59.9778203447928,79.1300675675676,72.6860507939948,82.238215466479,79.7376641396477,41.1407105138201,2016,0.0341548489641945,0.146686259279574,0.308394136602796,-0.122102061513637,0.586166232615885,0.0313823028767111,0.0912234368527798,0.0847479917442101,0.439431111435321,0.0595898554624034,0.0498683883134061,0.109225935012377,14.1841616012831,0.0881207622444032,0.720881003580759,0.195812926282852,0.049277796183798,1445783,148.879945118551,5.05470046334754,0.807578357931026,2.13672839506173
"54","Los Angeles CA",89.1870839088936,69.119899953103,69.967738683335,52.3426942567568,38.9214165118806,40.3770002193314,48.2723807137291,60.2046506285354,10,0.312440056081684,0.124093063900023,0.463847799225439,1.91567005881624,3.34996812647684,0.0426291975313196,0.0855993824561296,0.0814023385646183,0.671536855882985,0.0634300510700948,0.0343210458603585,0.0707272359434166,16.5961057055699,0.134015706368376,0.311292778543876,0.0638151739854694,0.456590295373745,16128617,88.694993183076,3.0130295734594,0.826691660268908,2.18
"55","Louisville KY",61.8790440680079,71.5241519462248,54.6083274523642,61.4463682432432,35.5800203513197,53.4340021137327,61.9788770117544,40.1418934268902,1400,0.0459707359685521,0.139437450290595,0.289313513485332,-0.748268560102152,0.161909244888528,0.0358518852355031,0.0859397982749928,0.0694456546753267,0.344566736754632,0.0615794165846504,0.0470581491989797,0.107416049396304,14.3614811001051,0.0820659185081473,0.799903318285588,0.116287711806233,0.0423569020838414,1726283,241.340301003756,3.82150551213214,0.81521238990705,2.23849206349206
"56","Madison WI",49.4053986685085,55.4749622218748,38.8658130859966,53.3319256756757,41.4353315994845,29.6469624328192,53.9682947857325,13.159082758315,946,0.0587170771692253,0.164102983938702,0.306618071411173,0.498448401549138,-4.6833796574378,0.0257313292844025,0.0607726744329846,0.0427864757240731,0.272004490441063,0.056584465083278,0.0310168347643508,0.0868862549613553,13.8048509456305,0.0469225194739826,0.850006620193916,0.035792002603606,0.0557107005580166,989397,161.381063501866,4.2743206215503,0.822271968476917,2.25050505050505
"57","Memphis TN",70.8473977753082,69.3335417643687,58.210505091239,68.3234797297297,62.0411344289497,87.105951716898,79.4487060723349,43.0569567430132,1204,0.0419447320583798,0.149399658376484,0.367346373604273,1.07397988453713,4.75843500153734,0.0442661372479061,0.123087278829418,0.0993514919461123,0.572458355232947,0.0651679254612227,0.0453219070860705,0.0932863961730423,14.435898587072,0.0967932398013712,0.499069313868017,0.419590627158505,0.0464576792562254,1859649.5,155.375966286658,5.5857299991208,0.813786325577305,2.03571428571429
"58","Miami-Ft. Lauderdale FL",67.2891372308715,64.5219113125945,62.7432200826696,48.6539273648649,38.841377441793,55.3837766831769,74.2765707277756,38.5574709743541,34,0.324344633755344,0.158814688835909,0.363585169352187,1.35743933963109,1.58218018980612,0.0453798092732654,0.0915130941518101,0.0665397845307218,0.692528499545409,0.0571817966951661,0.0375906042449917,0.111367046201907,14.4814098640311,0.0805481338375534,0.398738336484709,0.26281881987833,0.279799510851694,1946240,179.988685823834,5.39758714238737,0.819168778427124,1.85555555555556
"59","Milwaukee WI",65.8963679985044,48.4258246052837,44.9571529388043,47.608741554054,42.0738360532089,38.9108365579458,56.1723049637752,43.8242429741596,310,0.0645282312625173,0.140549029056247,0.326359719225482,-0.0189095108744505,-1.23335170093698,0.0336828314944166,0.0837069068116,0.0602354966629731,0.455629817824481,0.0625011562695625,0.0336435698229286,0.0847365964156719,14.6589230228258,0.0637077638929821,0.719119643245127,0.127107045822694,0.10128017863558,2324285,198.86541401468,4.09911004889676,0.818705776512744,2.16888888888889
"60","Minneapolis-St. Paul MN",49.2994609640331,58.9161586160179,45.0710757132776,49.730785472973,53.138020038139,32.4575182208731,56.6634567850203,26.4310393138896,798,0.0852673913809572,0.141706283258027,0.24651727297034,-1.45751824594868,-4.07788145685113,0.0282435321938397,0.0658728847326063,0.0421124793661092,0.35154314229588,0.0614454921576338,0.0316540134990176,0.0808196784382537,15.3501334329483,0.0479570814183323,0.799427339850381,0.064103601719597,0.0523123290050997,4639575.5,107.078945949808,3.31064770904148,0.82656298917767,2.27914230019493
"61","Mobile AL-Pensacola (Ft. Walton Beach) FL",52.7715172979654,75.1164608410192,54.0921463857244,68.2654138513514,49.1177821615857,58.1136368413153,67.1501191281302,28.0416104459789,682,0.0414676725173302,0.153658336700927,0.302118333931493,0.0230160204482662,0.694076057069834,0.0377402412798173,0.0866001687242488,0.0771706299289701,0.483994652522062,0.0590493354772892,0.0553805405622329,0.105415443264766,14.1629594726801,0.0807533565249828,0.68341490915976,0.215523027273267,0.0454497927163902,1415452,156.414880721808,5.11532711812198,0.809570083076031,2.12525252525253
"62","Monterey-Salinas CA",64.1733223933612,60.9233494867386,62.0818630910374,34.3866131756757,45.7400359058976,45.8328019596402,52.4914593426835,66.3439019817405,360,0.249098410697497,0.137584835103108,0.45536490137569,2.26445484898561,2.0910319079705,0.0364802481068273,0.0785362350098312,0.0690212600222379,0.589962708349786,0.0608775513164193,0.0372908499110885,0.0730963114943241,13.5389438140599,0.14509423338867,0.40951669539006,0.0180258523727457,0.489409045297693,758383,135.353712626147,4.62167532763788,0.824692624315347,2.31481481481481
"63","Nashville TN",57.9043029402906,67.7994893439633,48.4716201229963,68.3994932432432,54.866524230304,47.1094450596349,61.5535816095341,26.428098954209,1410,0.062190781987779,0.15845349842691,0.308920609454641,0.329205621663525,-0.277643448968113,0.0322853614584704,0.0815180338345972,0.0728228021782646,0.396034260872708,0.0600194722439659,0.0333998268131159,0.0970668719554403,14.8388323293939,0.086071595178589,0.763766243941429,0.126934914976952,0.064171610201472,2782422,197.524302997812,4.26678627469162,0.82089579035873,2.24775413711584
"64","New Orleans LA",63.1222541881744,67.4441144286384,57.9181369089626,66.1602618243243,56.0707824354595,57.0549638064118,74.1704315342434,42.9738104503045,588,0.0601922250146434,0.129687540575867,0.320426576796231,-0.536589580166285,3.10968840402123,0.0387410444552807,0.104473485379333,0.0903654100428353,0.570175992643235,0.0584534859899646,0.0557683309359999,0.0979683933832122,14.3652866660673,0.106787314649439,0.575811733747291,0.304196518482398,0.0719721386259172,1732865,257.901930779566,5.07367856122664,0.814432342108847,2.07142857142857
"65","New York NY",50.3089849713864,49.7191391798239,46.959370904325,51.5529983108108,21.365075135498,17.6409171631037,36.5299100303926,15.7280721218018,29,0.279848763171814,0.0959974143329298,0.428762030357552,0.210192840778773,0.808164420685115,0.0387426373832393,0.0829006144421871,0.0673712593040202,0.67402123694817,0.0585260255562726,0.0335345496903505,0.0657691829336359,16.8703844247795,0.0955280835236821,0.487460593955966,0.153201410146208,0.233765058609915,21218509,136.714119168558,5.56924145801197,0.823409787494336,1.85555555555556
"66","Norfolk-Portsmouth-Newport News VA",58.8670897250813,52.6371736751602,50.6694223207985,62.8737331081081,41.6644971449958,41.5525645350025,72.5521643264982,25.0356745314224,1025,0.0616530037254963,0.166135753603365,0.349316574132619,1.36729043448539,-0.0991893415382966,0.0347310457240435,0.0999209389591846,0.0615968109038988,0.586810169218812,0.0571237537570583,0.0263384609255561,0.0892660591944323,14.4641307117575,0.0679329990937841,0.560725746438848,0.306360841225584,0.0616877677055172,1912899.5,138.636507821765,5.36593793871555,0.822132942542678,2.20355555555556
"67","Oklahoma City OK",65.4134166986903,74.9841071335522,59.852807742716,67.2529560810811,67.8850540002506,70.4091381428688,68.6340045615198,49.6965849801486,1575,0.0685862138852693,0.176316670088359,0.325151590587254,1.30075380111258,-1.39712403366329,0.0256437621856698,0.0831197348170616,0.0721631670226837,0.514848192910923,0.0607324453407729,0.0561383312948174,0.10094078562921,14.4584588450615,0.0786838411938927,0.680638385178756,0.0794238203903568,0.113893181702877,1902080.5,188.053363215525,4.49402640950265,0.816769475491212,2.22444444444444
"68","Omaha NE",64.9138477197428,58.6795893908603,47.032967032967,53.6106418918919,56.4588477236162,36.2546367534924,59.2474576811521,55.6029435442709,1950,0.0695011385539369,0.150080218814797,0.288740819094955,-0.359556429170274,-3.27829120759139,0.0251172301162454,0.0748864351702196,0.0511050240740426,0.365280876428257,0.0635399401180378,0.031661626344086,0.085012469876452,13.9374825853088,0.0609087629926818,0.787450015379883,0.0624520623427435,0.101300983206053,1129722.5,93.7674470231013,3.78942616438993,0.823245531898184,2.32311111111111
"69","Orlando-Daytona Beach-Melbourne FL",62.3225283798801,72.1932155697983,57.9554390563565,58.2527449324324,50.7926536469183,55.2621789466527,63.365391420269,28.5602103505492,180,0.13624012060716,0.158189069752037,0.325451691642914,0.626132783966506,-0.118518686097111,0.0382231461554974,0.0773460055155772,0.0695611103330891,0.582931770391397,0.0556728595541181,0.0410787112561175,0.105333166321437,15.2057177539516,0.0766268344953609,0.593594936053203,0.132417482260797,0.214873588097862,4015682,181.51297122105,3.92760183699805,0.810807736368976,1.92469135802469
"70","Peoria-Bloomington IL",40.7299315559341,70.8873951331353,37.2900494001411,63.7668918918919,60.0514332481348,39.7863715221764,47.7981316962871,13.6426603367783,1170,0.0400227632389283,0.141458718242553,0.258179564536121,-1.25033257985903,-2.59691575293667,0.0318755505663525,0.0733330960797805,0.0541056727324492,0.295481490588993,0.0600762412591501,0.0359610813201393,0.0884149145988759,13.3713851796254,0.0528668428478995,0.834326496566025,0.0795154236534999,0.0369894836954403,641385,158.226824096985,4.20340357195756,0.816649568950722,2.22888888888889
"71","Philadelphia PA",57.2624450837635,55.1237559272576,48.1348926303055,59.7772381756757,40.0279918183681,35.9902789110956,56.0029514691896,24.8379345862118,72,0.108480750700175,0.118586082520401,0.282961292548082,-1.64857201632123,0.321876392857206,0.0418196971444154,0.0864829133348245,0.058424845530294,0.553791820808724,0.0602506004502696,0.034115470030666,0.0753717892057032,15.9051830841797,0.07417237339816,0.631166771505226,0.180222185158918,0.112060129656676,8082268,265.8879795465,5.0444998854282,0.820911622007137,2.06481481481481
"72","Phoenix AZ",63.0588992864784,68.2444896045021,61.5878616796048,54.1152871621622,52.8512133206914,54.0385221474138,68.4317970611322,41.5072578171742,160,0.130557041856416,0.178720114357517,0.357826885282964,1.99745412922369,0.260655614218619,0.0354259576066445,0.0813269688697196,0.0755939183014998,0.578835667002973,0.0624561712802506,0.0591674017191581,0.0987701663577719,15.4913433299731,0.0864434763681906,0.580514867094759,0.044119554360526,0.282662326980076,5343243,186.446534887791,4.4610548313075,0.819829341896641,2.11555555555556
"73","Pittsburgh PA",44.3515470020668,53.2332864363504,39.2448835568102,62.9613597972973,28.1385595521354,27.3545346439509,39.8327296043163,11.2381256383605,336,0.0341332219779535,0.122527044587842,0.250733780242425,-2.09890313377228,-3.32874224260466,0.0317805562314563,0.0607812019054444,0.050221506021991,0.236187345039973,0.0538527580113714,0.03018923928087,0.0830181983167062,14.8534499111489,0.0539319180857925,0.8706253433369,0.072031771701637,0.0157866793606133,2823393,297.681540074104,4.01343348233845,0.802918345900403,2.04583333333333
"74","Portland-Auburn ME",34.0517017542038,43.1660674274399,35.2495211210808,61.5223817567568,51.0652317798351,36.6553838184739,65.6686567380456,49.9912345115158,621,0.113678104559065,0.167291017905984,0.349838689264064,1.42033022615845,-1.31170462517149,0.0386163578256359,0.0674261175321866,0.0580672948449536,0.418340648947202,0.0590108548445892,0.0461574747923022,0.101744217330313,15.0090564403856,0.0670572177554731,0.749681205726702,0.0215832779463177,0.129147262264656,3298757.5,136.161205827447,3.04584377602779,0.822748111898872,2.24609053497942
"75","Portland OR",67.6505717520227,53.5876191964984,51.4447020869039,47.1589949324324,49.7482979310019,32.7207940096113,48.670553062313,9.98305759176749,836,0.0378389992600275,0.13505602003247,0.241033732503466,-1.80883745158845,-3.91134337002496,0.0286932608287491,0.0611430693265622,0.0456040463226555,0.126723295848119,0.0557283608254358,0.0345562872373785,0.11689406345289,13.811485468148,0.0538026251452083,0.934160522820169,0.0139836724120793,0.0164566061870534,995983,189.963866119089,3.96241702920632,0.809695537132143,2.10606060606061
"76","Providence RI-New Bedford MA",49.9631295244228,27.8745245167005,47.1882246194173,59.5344172297297,52.7028377897464,39.0207085384548,47.816020454306,25.7680927700027,288,0.130251645806084,0.121711607296627,0.334486134578297,-0.574893071044419,0.918629705908283,0.0402807063273738,0.0869179508571456,0.0586058443310533,0.392638979053287,0.0572875502120192,0.0353101243953006,0.0919187546643455,14.2925472099241,0.0963322922436491,0.768134587605913,0.0483441088442974,0.119077076322269,1611292.5,262.60959396199,4.86969311903332,0.816843910101818,2.04444444444444
"77","Raleigh-Durham (Fayetteville) NC",45.7069264563838,47.8453441717472,46.2919649158181,59.7666807432432,23.0326676285501,62.2615063639896,53.7345696271424,20.291513370351,638,0.094759556631703,0.163686294576886,0.339719425494146,1.09723897826903,0.807572864484147,0.0371284340249723,0.09447479352234,0.0732244933254622,0.601281184518409,0.0600674856729924,0.0425295923618875,0.0832578670654755,14.9448284021043,0.0796160909868628,0.563128617309815,0.263644417061265,0.104148460075987,3093545.5,123.248230622185,4.75926408711299,0.824932850916377,2.17121212121212
"78","Reno NV",65.5754390702408,80.1907143973738,63.3924790805525,52.9381334459459,52.8503424253494,42.2546795236267,47.6437886895477,38.0598714123472,1596,0.123394394220136,0.190699978926699,0.372275712069645,2.71516610945546,-0.189519632839047,0.0418379019168246,0.0689289963939578,0.0555639323117728,0.500261386810139,0.0576675450732526,0.0493430228290391,0.116990648106187,13.4722149953103,0.0869044590117256,0.6711169624564,0.0213136348483321,0.216808318244897,709428.5,236.332584654643,6.3931742240409,0.818466069815534,2.2547619047619
"79","Richmond-Petersburg VA",54.1445530363616,43.7111145849617,40.579695533824,65.6630067567568,31.4693633681051,30.3718125327892,52.9548284824504,22.9293109237564,1711,0.0698366598297786,0.143529870250721,0.292110268520731,-0.542797814435329,-0.870181696825312,0.033442912451334,0.083494890323086,0.0523994826446296,0.554713832551307,0.0584978973333338,0.0305089806754818,0.0886551854058386,14.1726649369557,0.0835063545276862,0.600259645487007,0.284688577592615,0.0538699666574894,1429256.5,152.771141600934,6.54606083652584,0.824213417795887,2.33486590038314
"80","Roanoke-Lynchburg VA",23.7445862717198,26.9449220989005,31.2591995160803,57.1104307432432,41.1026607574197,24.5190636126698,35.2833475536136,12.1638084975874,1675,0.0315400522498878,0.12067912859278,0.240140172678922,-2.36487946171117,-1.77255405417307,0.0277262662441255,0.0625535294623197,0.0615799970957025,0.285347788570307,0.0561380423804646,0.0252965448884388,0.0929606590490904,13.6336121116465,0.0995266803088933,0.838664677108648,0.102200348812383,0.0250370043397634,833686,163.545179217622,5.4918758381453,0.802281561731413,2.35511111111111
"81","Rochester NY",44.8552704007977,64.0539836381637,38.7569311422522,56.4315878378378,46.8511705259044,36.7418894487439,55.0689951751866,16.2411868025696,385,0.0698527406796814,0.141994991455359,0.280268081169503,-0.820204307353596,-0.96380129066424,0.0332254052611436,0.0880466395028589,0.0606402691000041,0.392479311695699,0.0596985896637113,0.0386164905981916,0.0857065363486271,13.8509061762996,0.0667109382503104,0.767807769952497,0.110803794679592,0.0701234858659913,1036029.5,140.689876836519,3.86378959286391,0.813181311218612,2.09777777777778
"82","Sacramento-Stockton-Modesto CA",98.8980401524672,66.3300505445261,76.2899485835266,57.8505067567568,39.588146331293,58.4314541492352,57.9097215100978,67.6318492477014,304,0.187356273827744,0.158586057128653,0.392034065997977,1.87692759992147,2.39664542367837,0.0470954637131997,0.0855612776432156,0.0764098081037469,0.666026707852451,0.0653218060651435,0.0310827893482541,0.0878491923563654,15.2955501249553,0.0948235075326314,0.490765957994086,0.0644133399967836,0.274976130287373,4393119.5,157.102453246846,4.77678788387159,0.826017136999273,2.25555555555556
"83","Salt Lake City UT",57.6166093702938,47.7755197748945,53.8532110091743,52.4598817567568,61.3604967630761,33.5919386440197,65.1934956454083,36.1811392603363,1440,0.0823220845405731,0.167212229080194,0.267538743635039,-0.110273824929376,-3.88235012760736,0.0254959237507095,0.0625524052513056,0.0605255697698561,0.354780468187063,0.0737769709203761,0.041471818219274,0.0690534052985148,14.9659507730787,0.0494340472407202,0.791021506473875,0.0104553337488944,0.137027079676799,3159583.5,202.378606896341,3.27464047080889,0.835311355126806,2.41138888888889
"84","San Antonio TX",68.3775952141084,66.164347871398,67.3938905131566,71.6036739864865,70.5895898014022,61.5594524079329,93.8808366422577,48.0956351468881,925,0.121827820458096,0.162292258133996,0.331465897046003,0.891729748661689,1.76380091947736,0.0308492809816583,0.101447421120555,0.0854901873525878,0.566430389517597,0.0666968905655334,0.049192357143085,0.0891729445960098,14.8009151406738,0.108700768656336,0.343801951214596,0.0578990483204739,0.558205424586364,2678895.5,109.267198133584,5.25739059250351,0.821982884712579,2.15555555555556
"85","San Diego CA",84.978656668363,60.2667917252879,66.8454481298518,41.9932432432432,38.1356473691391,30.736880523111,41.660306327386,52.4016045280752,26,0.233618793405235,0.153799012065455,0.44748951258121,2.72666745266519,-0.106639546497084,0.0388172973478647,0.0724019814430964,0.0622933261871253,0.658542564770746,0.0571739729838184,0.0252551123184861,0.0831501830374617,14.9940449316467,0.0891490604405208,0.464918691731433,0.0471878454262791,0.331927574033545,3249608,132.971033884019,4.14480761987292,0.830938549270948,2.17777777777778
"86","San Francisco-Oakland-San Jose CA",76.9003873996448,64.6115366578083,57.2759350741002,38.8576858108108,42.3424285578097,43.1371315412645,64.2949323869192,78.8395602220473,50,0.308987960276493,0.139587189789322,0.415478522153229,1.59921896035365,-2.08904877562489,0.0359581125131803,0.0590365728629038,0.0419962327605105,0.710772567888105,0.0536048186460652,0.0254688723746435,0.0756996754029896,15.797222119483,0.0839101879354665,0.409901518231877,0.054477784746008,0.234567238444415,7255150,118.610150618526,2.5689337918582,0.832360464876948,2.09333333333333
"87","Santa Barbara-Santa Maria-San Luis Obispo CA",52.2657166893429,52.7580636756813,55.5590281278355,45.9997888513513,53.5884134518347,39.5254922401724,48.3243610619348,31.1669636677252,238,0.181772179464003,0.19504611117354,0.441288781650175,4.1592608577182,-1.13016544864195,0.0340524019478856,0.0648630130084741,0.0523301391533912,0.568030439276998,0.0543974348325892,0.0250170234183024,0.0790607880184235,13.4819471864896,0.0996214926298201,0.548987843513062,0.0178847000801964,0.358059038215774,716366.5,140.601806308487,4.84249333267259,0.81886359829316,2.23333333333333
"88","Savannah GA",57.2769855530052,67.8849460684696,51.6917027926202,63.6919341216216,33.3113571634401,54.708394315249,63.0524803290398,27.7698061312902,1960,0.0586564507555947,0.177984697437252,0.355191271382418,1.92093736409291,1.76366522140382,0.0373440690585931,0.101154148637629,0.0846791629302664,0.562441042864072,0.0563140913317789,0.0555086671427644,0.0925588812064802,13.7523545473851,0.0846056176148837,0.587330913924949,0.293429783009532,0.0792008282940827,938797,117.426361972349,6.660119280313,0.814974955684825,2.14611111111111
"89","Seattle-Tacoma WA",82.3811056988253,67.9318430514303,63.9106764794838,51.0779138513514,49.8424104694603,62.9550152710603,77.4491594882165,63.3531358547458,204,0.151859882071479,0.17466133967985,0.345522940209663,1.61677382363175,-3.087541860846,0.034359708509528,0.0609233731582877,0.0449516916431647,0.507069771339996,0.0552392112720882,0.0403626966533328,0.096127676851828,15.4501974160117,0.0560687983974576,0.685998542859661,0.0444851957505794,0.0994665992700257,5127852,153.675148788572,3.28158847018206,0.829611242893506,2.2516339869281
"90","Shreveport LA",47.8381438052408,81.4131624198843,52.1100917431193,87.9518581081081,53.4872826775865,67.3032083390278,69.9545471265676,28.509240335971,2025,0.0373355845698092,0.121289152323514,0.320806137616215,-0.844672062494055,3.16354451929916,0.0336835823903646,0.110315872817436,0.107015981164312,0.555874197788808,0.0625439334429642,0.0655419583666041,0.0980750051003547,13.8276214244657,0.102424508575265,0.58977340593538,0.302007193352595,0.070068747347939,1012184.5,124.869737834796,5.75685559302677,0.802974778651844,2.10355555555556
"91","South Bend-Elkhart IN",47.6449632853152,52.7205460893127,48.9575562052626,65.5067567567568,52.1349227078898,42.3702569838157,47.6792564531001,21.9478618946666,870,0.0558447644035943,0.132815673330388,0.251868373354848,-1.69178859536608,0.579641945629262,0.0354685879816776,0.0816088422196394,0.073717820261045,0.35691593917925,0.0659893923531113,0.0873349932811636,0.093252905847801,13.7072252136065,0.0969213976597206,0.793160357778245,0.0800103413134917,0.0858641042199357,897371.5,149.884418251279,2.49617911868162,0.812410360133399,2.13444444444444
"92","Spokane WA",71.5557263483689,68.3799697774999,53.8985784857344,72.1230996621622,56.2184767478039,63.9908884602896,79.9795087004715,50.5207363757302,1896,0.0609368946479965,0.175738875359752,0.319804436711313,1.17981992550423,-1.72208865980519,0.0344951191332743,0.0678601468198572,0.065448011942875,0.301682323858724,0.06010107648882,0.0452935510538411,0.105517178160283,13.9607807801342,0.0631135674950188,0.830306429184193,0.0104189727695373,0.0901736668419305,1156352,156.594428681559,3.78820635930928,0.808575907732997,2.33101851851852
"93","Springfield MO",68.761879044068,66.1111979573759,56.3161609033169,83.1313344594595,66.3283781514508,52.5305278518111,73.5341805366057,36.8728811678601,2336,0.025801156737184,0.172738744355447,0.296593983135025,0.636416399419799,-1.03918175634187,0.0307227493994407,0.0637580755034528,0.0812904331720088,0.177983173420521,0.058664169326035,0.0574944833852544,0.104989133574262,13.9426787482902,0.0862212136582342,0.905653183140661,0.0172691633028298,0.0369638995146212,1135608,198.772331434106,4.14623708180992,0.801766713102803,2.20659722222222
"94","St. Louis MO",66.2816904334098,64.958574331718,51.7491682629297,68.7827280405405,46.6482837040759,44.0327218950224,59.8894006584872,37.5088269318962,616,0.0426991145138696,0.135149428281697,0.265634811487586,-1.34868848167969,-0.925161067553629,0.0359530862559863,0.0823851678986876,0.0594221712219825,0.392107437991574,0.0608614491095195,0.0401662965937544,0.0931642324654808,14.9560666117327,0.0662849617589218,0.760779860684368,0.166905784946976,0.0276542408800362,3128507.5,234.297593270415,4.69648866112675,0.816748829162748,2.20992063492063
"95","Syracuse NY",41.5608155126035,68.1121358970351,39.9102732130255,66.6311233108108,51.6263585741102,31.7128021456241,49.7731006851323,12.1707983098574,560,0.0609816078004574,0.151833119407493,0.281713489040978,-0.424224321065969,-1.6179487241617,0.032042782998942,0.0795535850019735,0.0588562637987953,0.297388779028783,0.0589394158767136,0.0320171667170203,0.085506890364227,13.7343531041921,0.0663934706254606,0.834058078289808,0.0669004938460395,0.0384318178490611,922048.5,146.905343252672,5.08216216392088,0.813219104655295,2.01428571428571
"96","Tallahassee FL-Thomasville GA",52.9335396695159,100,55.8019961689686,69.3623310810811,59.6817042458962,68.4407152966754,67.5605261169955,27.3144727766815,1926,0.0500557596165038,0.18918344643152,0.371022728810669,2.63500432036262,3.20965085132204,0.0434749068191846,0.0990701765180662,0.0955557405470359,0.558606002950364,0.0544062277536724,0.0478419574387511,0.0949442809851587,13.5128989255137,0.0931625446956635,0.580265426601668,0.316577252783244,0.0646270195943623,738886,99.5455950830785,8.56018384432781,0.808383523006647,2.07777777777778
"97","Tampa-St. Petersburg (Sarasota) FL",60.0625240177394,67.8401333958627,53.8874886581309,56.2911739864865,39.8660192218619,45.5165997132432,57.2945983554804,22.4873769465683,130,0.124246307526485,0.157807147855371,0.322836804161518,0.5632647312768,-0.284255541323672,0.0376494858722426,0.0736325343539984,0.0647130089982174,0.51090415299527,0.0539497787981391,0.0558064930676199,0.112376918443602,15.3545738590341,0.0844103383035533,0.668242485391793,0.107047774323246,0.174296058364589,4660223,214.093186542909,3.96590463589403,0.80324818286473,1.79222222222222
"98","Toledo OH",46.2791977815398,58.616017925069,40.0100816614578,71.6459037162162,53.2979538556837,57.9507243567101,40.0271230281917,19.5529384222985,884,0.0272350211714971,0.150053413177257,0.283735448157758,-0.45347170054419,-0.174662551214217,0.0389881998596622,0.0834554783008286,0.0689486176207934,0.325106418236617,0.0620509292251465,0.0305056481548292,0.0982779664602634,13.9077610617301,0.0642303145199494,0.814455890016728,0.0845820344789696,0.0653391565778909,1096639.5,191.704136894374,3.84629588848478,0.809373275807716,2.21538461538462
"99","Tri-Cities TN-VA",53.7031459343809,67.0314209785837,50.9123903619316,100,59.0738433727941,65.0829096509188,86.0776406896315,43.5443929889017,180,0.0289498311429385,0.19890548073402,0.518319973959393,5.73392310617357,8.23456105940306,0.0533629002726126,0.1341409583599,0.10900485555937,0.560590566205315,0.0540139154494039,0.0490867579908676,0.10504740204256,10.8027135057837,0.134516010904504,0.410526101639744,0.51925580827603,0.0344122553607031,49154,194.2217052574,5.60483378768768,0.793099842773385,1.63333333333333
"100","Tucson (Sierra Vista) AZ",63.201188164058,60.0854567245063,66.3222099001916,54.9820523648649,58.9009045712299,54.3119800447203,81.5618381974422,48.0720811705898,222,0.134826669141265,0.19402300111146,0.343665203700931,2.30878704688064,1.07949941290818,0.0401842451033532,0.0828866673179415,0.0800970399557133,0.585553679157038,0.057629742423827,0.0523897817780547,0.105785287809158,13.985571847221,0.0842178968303346,0.517809727280972,0.0317780622628656,0.3797288205656,1185377.5,214.650328006807,8.21257363160681,0.807550251169467,2.1
